CustomerID,Recency,Frequency,Monetary,Cluster,Segment
12712,29,11,3925.5000000000005,1,Loss
12713,1,1,848.5499999999998,1,Loss
12714,10,5,4708.860000000001,1,Loss
12715,107,1,353.85999999999996,0,Loyalist
12716,4,2,1053.4899999999996,1,Loss
12717,152,2,1030.98,0,Loyalist
12718,72,1,238.25000000000003,0,Loyalist
12719,6,2,644.95,1,Loss
12720,3,23,5124.6,1,Loss
12721,32,5,2369.53,1,Loss
12722,86,4,997.6299999999999,1,Loss
12723,4,5,725.0699999999999,1,Loss
12724,6,4,1031.4100000000003,1,Loss
12726,29,6,2438.82,1,Loss
12727,11,7,3980.7000000000007,1,Loss
12728,72,4,836.3299999999999,0,Loyalist
12729,114,1,453.0100000000001,0,Loyalist
12731,24,11,17824.01,1,Loss
12732,180,1,236.2600000000001,0,Loyalist
12733,235,1,383.95,0,Loyalist
12735,316,2,779.5699999999998,0,Loyalist
12736,333,1,234.00000000000003,0,Loyalist
12739,79,2,1013.0400000000001,0,Loyalist
12740,64,1,427.5999999999999,0,Loyalist
12743,135,2,546.43,0,Loyalist
12744,52,7,21279.289999999997,1,Loss
12747,3,9,3489.7400000000002,1,Loss
12748,1,174,29491.600000000002,1,Loss
12749,4,5,4090.880000000001,1,Loss
12750,129,1,275.88,0,Loyalist
12752,82,1,4366.779999999999,0,Loyalist
12753,23,5,17838.8,1,Loss
12754,236,3,3010.74,0,Loyalist
12755,281,1,17.549999999999997,0,Loyalist
12756,87,1,112.08000000000001,0,Loyalist
12757,16,13,7857.0999999999985,1,Loss
12758,117,2,2791.59,0,Loyalist
12759,53,3,1531.44,1,Loss
12762,8,2,1898.5200000000007,1,Loss
12763,139,1,174.0,0,Loyalist
12764,317,1,1693.8800000000003,0,Loyalist
12766,4,6,5840.34,1,Loss
12769,239,1,1143.6000000000001,0,Loyalist
12770,211,1,1351.4499999999998,0,Loyalist
12772,60,1,892.4700000000004,0,Loyalist
12775,18,5,1386.04,1,Loss
12778,20,6,822.23,1,Loss
12779,38,7,3733.2,1,Loss
12781,64,2,826.74,0,Loyalist
12782,5,4,1867.4199999999998,1,Loss
12783,3,6,2225.91,1,Loss
12784,10,2,574.42,1,Loss
12787,10,3,463.65999999999997,1,Loss
12789,66,1,91.85000000000001,0,Loyalist
12790,193,1,324.9200000000001,0,Loyalist
12792,257,1,400.54,0,Loyalist
12793,335,1,413.68,0,Loyalist
12794,54,2,860.4100000000001,0,Loyalist
12795,19,1,430.4800000000001,0,Loyalist
12798,11,3,6977.039999999999,1,Loss
12802,187,1,427.5799999999999,0,Loyalist
12808,37,2,354.25,0,Loyalist
12809,178,1,489.31,0,Loyalist
12811,261,3,514.85,0,Loyalist
12812,45,1,229.63999999999993,0,Loyalist
12814,102,1,125.92,0,Loyalist
12815,148,2,1063.4599999999998,0,Loyalist
12816,96,2,572.2,0,Loyalist
12817,282,1,166.04,0,Loyalist
12818,262,1,1542.08,0,Loyalist
12820,4,4,942.34,1,Loss
12821,215,1,92.72,0,Loyalist
12822,71,2,948.8799999999998,0,Loyalist
12823,75,5,1759.5,1,Loss
12824,60,1,397.11999999999995,0,Loyalist
12826,3,6,1319.7199999999998,1,Loss
12827,6,3,430.15,1,Loss
12828,3,6,1018.7099999999999,1,Loss
12829,337,1,207.25,0,Loyalist
12830,38,6,6814.639999999999,1,Loss
12831,263,1,215.05,0,Loyalist
12832,33,2,383.03,0,Loyalist
12833,146,1,417.37999999999994,0,Loyalist
12834,283,1,312.38,0,Loyalist
12836,60,4,2612.86,1,Loss
12837,174,1,134.1,0,Loyalist
12838,34,1,292.34000000000003,0,Loyalist
12839,3,12,4853.97,1,Loss
12840,144,4,2726.77,1,Loss
12841,5,23,3516.3600000000006,1,Loss
12842,71,2,1118.99,0,Loyalist
12843,66,8,1702.2600000000002,1,Loss
12844,30,2,325.96000000000004,0,Loyalist
12845,268,4,354.09,0,Loyalist
12847,23,1,871.5399999999998,0,Loyalist
12849,32,2,1050.8899999999999,0,Loyalist
12851,97,1,135.17999999999995,0,Loyalist
12852,295,1,311.54999999999995,0,Loyalist
12853,135,6,1957.1000000000001,1,Loss
12854,79,3,1324.5,0,Loyalist
12856,8,6,2179.93,1,Loss
12857,211,2,1106.4,0,Loyalist
12863,53,1,521.2,0,Loyalist
12864,139,1,147.12,0,Loyalist
12865,27,2,1568.2299999999996,1,Loss
12866,284,1,559.1199999999999,0,Loyalist
12867,27,6,3674.03,1,Loss
12868,186,5,1403.7600000000002,1,Loss
12871,85,2,380.64,0,Loyalist
12872,327,1,221.44000000000003,0,Loyalist
12873,283,1,374.0,0,Loyalist
12875,144,1,49.470000000000006,0,Loyalist
12876,58,2,2218.0200000000004,1,Loss
12877,4,11,1385.7100000000003,1,Loss
12878,237,2,854.99,0,Loyalist
12879,45,3,573.22,0,Loyalist
12881,276,1,298.0,0,Loyalist
12882,10,2,1463.04,1,Loss
12883,25,4,703.4700000000001,1,Loss
12884,89,1,309.05000000000007,0,Loyalist
12885,64,3,1175.2200000000003,0,Loyalist
12886,68,2,1378.4,0,Loyalist
12888,215,2,354.12,0,Loyalist
12890,25,1,380.46999999999997,0,Loyalist
12891,186,3,331.0,0,Loyalist
12893,31,1,188.14,0,Loyalist
12895,43,2,372.79999999999995,0,Loyalist
12897,205,2,216.5,0,Loyalist
12901,9,28,17654.54,1,Loss
12902,265,1,138.68,0,Loyalist
12904,19,2,509.5799999999999,0,Loyalist
12906,12,5,2919.8099999999995,1,Loss
12908,177,2,750.0,0,Loyalist
12909,40,5,2178.67,1,Loss
12910,24,8,3075.0400000000004,1,Loss
12912,3,5,1662.3000000000002,1,Loss
12913,5,4,2066.0099999999998,1,Loss
12915,149,1,164.0,0,Loyalist
12916,139,4,3006.1499999999996,1,Loss
12917,129,1,594.0,0,Loyalist
12919,9,6,1335.19,1,Loss
12920,18,1,164.23000000000002,0,Loyalist
12921,10,35,15899.29,1,Loss
12922,162,1,405.38,0,Loyalist
12923,65,1,176.97,0,Loyalist
12924,89,4,933.7,0,Loyalist
12925,5,2,694.05,1,Loss
12928,36,4,1670.36,1,Loss
12929,312,1,117.85000000000001,0,Loyalist
12930,79,2,415.8,0,Loyalist
12931,22,13,41878.95999999999,1,Loss
12933,25,3,607.53,1,Loss
12935,3,7,2160.7,1,Loss
12936,18,4,1063.9,1,Loss
12937,16,4,1504.2699999999995,1,Loss
12938,26,1,114.14,0,Loyalist
12939,65,8,11581.800000000001,1,Loss
12940,55,2,913.5400000000002,0,Loyalist
12942,132,2,425.14999999999986,0,Loyalist
12944,36,1,317.56,0,Loyalist
12945,289,1,462.95000000000005,0,Loyalist
12947,144,5,1299.95,1,Loss
12948,17,7,2064.95,1,Loss
12949,31,8,4167.219999999999,1,Loss
12950,3,3,1843.0,1,Loss
12951,9,6,1064.0700000000002,1,Loss
12952,6,4,1387.79,1,Loss
12953,10,1,329.84999999999997,0,Loyalist
12955,2,11,4757.16,1,Loss
12956,307,1,108.07,0,Loyalist
12957,10,8,4017.54,1,Loss
12962,8,2,266.39000000000004,0,Loyalist
12963,9,7,1490.8300000000002,1,Loss
12965,90,1,771.9099999999996,0,Loyalist
12966,10,1,160.18,0,Loyalist
12968,113,1,135.95,0,Loyalist
12970,8,4,452.23999999999995,1,Loss
12971,4,81,10753.719999999996,1,Loss
12974,198,1,144.8,0,Loyalist
12976,212,1,738.6,0,Loyalist
12977,157,1,39.24,0,Loyalist
12980,158,8,6485.58,1,Loss
12981,30,2,372.22,0,Loyalist
12982,243,1,390.53999999999996,0,Loyalist
12984,19,1,97.5,0,Loyalist
12985,1,2,1239.3799999999999,1,Loss
12987,74,2,558.7,0,Loyalist
12988,293,1,535.32,0,Loyalist
12989,4,14,6721.609999999999,1,Loss
12990,32,3,409.5,0,Loyalist
12991,24,2,503.76,0,Loyalist
12993,24,4,414.76000000000005,1,Loss
12994,5,3,974.4200000000001,1,Loss
12995,86,1,211.32,0,Loyalist
12997,23,4,1226.8899999999999,1,Loss
12999,197,3,455.87999999999994,0,Loyalist
13000,107,2,333.09999999999997,0,Loyalist
13001,5,13,9818.82,1,Loss
13002,319,1,120.94999999999999,0,Loyalist
13003,106,3,149.05,0,Loyalist
13004,12,17,5298.9,1,Loss
13005,174,2,513.7,0,Loyalist
13006,57,1,81.57,0,Loyalist
13008,324,1,229.47000000000003,0,Loyalist
13012,10,8,1661.8400000000001,1,Loss
13013,2,11,3282.6000000000004,1,Loss
13014,11,10,3466.28,1,Loss
13015,54,5,3346.2799999999993,1,Loss
13016,74,3,789.8899999999999,0,Loyalist
13017,8,1,204.0,0,Loyalist
13018,17,28,7277.699999999999,1,Loss
13021,5,8,2459.0299999999997,1,Loss
13023,65,2,689.9000000000001,0,Loyalist
13026,2,5,975.3600000000001,1,Loss
13027,114,5,5472.0,1,Loss
13028,23,2,661.3199999999999,0,Loyalist
13029,31,2,865.0,0,Loyalist
13030,12,1,371.7399999999999,0,Loyalist
13032,53,2,1010.18,0,Loyalist
13034,55,1,476.91,0,Loyalist
13035,74,2,921.8799999999999,0,Loyalist
13037,139,3,881.0699999999999,0,Loyalist
13038,81,3,908.46,0,Loyalist
13040,9,2,676.99,1,Loss
13043,274,1,516.4200000000001,0,Loyalist
13044,292,1,560.4700000000001,0,Loyalist
13045,100,1,305.28,0,Loyalist
13046,31,2,629.31,0,Loyalist
13047,32,7,2870.91,1,Loss
13048,15,4,1835.91,1,Loss
13049,65,2,656.6800000000001,0,Loyalist
13050,15,13,4636.99,1,Loss
13052,213,1,348.15000000000003,0,Loyalist
13055,79,3,1214.4099999999996,0,Loyalist
13058,25,3,271.4,0,Loyalist
13059,250,1,183.4,0,Loyalist
13060,254,1,307.53000000000003,0,Loyalist
13061,73,1,248.61,0,Loyalist
13062,192,1,346.98,0,Loyalist
13064,13,4,1119.4899999999998,1,Loss
13066,25,2,470.80000000000007,0,Loyalist
13067,83,1,115.46000000000002,0,Loyalist
13068,11,2,344.0,0,Loyalist
13069,1,20,3791.999999999999,1,Loss
13070,193,1,228.8,0,Loyalist
13072,267,1,177.14999999999998,0,Loyalist
13075,130,1,919.61,0,Loyalist
13077,2,3,415.55000000000007,1,Loss
13078,4,24,11746.779999999999,1,Loss
13079,5,5,220.10000000000002,1,Loss
13080,180,1,58.08,0,Loyalist
13081,12,9,25970.59999999999,1,Loss
13082,127,9,3613.63,1,Loss
13083,5,2,303.75,1,Loss
13085,158,2,416.08000000000004,0,Loyalist
13089,3,89,52872.62,1,Loss
13090,9,11,7902.42,1,Loss
13091,29,1,345.82,0,Loyalist
13092,71,4,292.38,0,Loyalist
13093,276,5,4036.96,1,Loss
13094,22,11,1703.64,1,Loss
13095,71,1,74.4,0,Loyalist
13097,33,9,5705.52,1,Loss
13098,2,28,28882.440000000006,1,Loss
13099,100,1,207.35999999999999,0,Loyalist
13101,235,1,101.18999999999998,0,Loyalist
13102,2,22,5750.17,1,Loss
13103,40,1,243.94,0,Loyalist
13104,4,5,996.72,1,Loss
13106,134,1,76.5,0,Loyalist
13107,45,4,1531.6200000000001,1,Loss
13109,60,2,786.5400000000001,0,Loyalist
13110,32,7,1488.6699999999998,1,Loss
13113,1,23,11872.989999999998,1,Loss
13115,12,4,2294.78,1,Loss
13116,139,1,501.14000000000004,0,Loyalist
13117,22,6,596.76,1,Loss
13118,20,5,1197.8100000000002,1,Loss
13120,239,1,30.599999999999998,0,Loyalist
13121,270,1,283.7299999999999,0,Loyalist
13122,95,2,922.3900000000002,0,Loyalist
13124,90,2,2610.01,0,Loyalist
13126,5,6,1876.2,1,Loss
13127,78,1,259.16999999999996,0,Loyalist
13130,95,1,64.0,0,Loyalist
13131,24,3,1073.3,1,Loss
13132,262,1,77.3,0,Loyalist
13133,274,2,109.8,0,Loyalist
13134,86,4,1793.58,1,Loss
13135,197,1,3096.0,0,Loyalist
13136,57,5,2607.6099999999997,1,Loss
13137,11,8,3650.4100000000003,1,Loss
13138,23,5,769.1600000000001,1,Loss
13139,17,7,5064.9400000000005,1,Loss
13140,109,2,264.21,0,Loyalist
13141,85,5,2388.75,1,Loss
13142,20,1,307.0899999999999,0,Loyalist
13144,333,1,110.94999999999999,0,Loyalist
13145,40,3,323.52000000000004,0,Loyalist
13146,27,1,228.91,0,Loyalist
13147,11,4,712.8000000000001,1,Loss
13148,30,11,3397.72,1,Loss
13149,15,4,1676.06,1,Loss
13151,296,1,1257.8700000000003,0,Loyalist
13153,6,1,486.22,0,Loyalist
13155,34,3,592.06,0,Loyalist
13157,50,4,1741.2199999999998,1,Loss
13158,95,4,1201.06,1,Loss
13159,9,4,1437.85,1,Loss
13160,23,1,91.8,0,Loyalist
13161,314,1,112.75,0,Loyalist
13162,123,4,1688.29,1,Loss
13165,47,1,666.8399999999999,0,Loyalist
13166,284,1,417.19999999999993,0,Loyalist
13167,19,4,791.33,1,Loss
13168,37,4,1319.1899999999998,1,Loss
13169,64,2,712.8799999999999,0,Loyalist
13170,27,1,116.01000000000002,0,Loyalist
13171,22,3,468.40999999999997,0,Loyalist
13173,5,1,187.70999999999998,0,Loyalist
13174,17,2,1401.06,1,Loss
13176,47,1,492.8400000000001,0,Loyalist
13177,65,1,282.45,0,Loyalist
13178,27,10,5015.469999999999,1,Loss
13182,46,1,121.17999999999999,0,Loyalist
13183,8,9,3957.7800000000007,1,Loss
13184,15,10,1701.29,1,Loss
13185,268,1,71.4,0,Loyalist
13186,40,3,1575.8899999999999,1,Loss
13187,338,1,236.01999999999995,0,Loyalist
13188,12,1,114.60000000000001,0,Loyalist
13189,19,2,260.68,0,Loyalist
13192,96,2,911.94,0,Loyalist
13193,62,1,117.88000000000001,0,Loyalist
13194,136,1,60.7,0,Loyalist
13196,12,4,1797.7800000000007,1,Loss
13198,11,5,3016.6900000000005,1,Loss
13199,4,36,9105.32,1,Loss
13200,20,4,870.0900000000001,1,Loss
13203,10,4,869.46,1,Loss
13207,16,2,250.26000000000005,0,Loyalist
13208,59,6,1223.9,1,Loss
13209,31,7,5572.759999999999,1,Loss
13210,94,1,353.47999999999996,0,Loyalist
13211,11,2,1086.7200000000003,1,Loss
13212,20,3,788.0799999999998,1,Loss
13213,57,5,1520.58,1,Loss
13216,268,1,333.74,0,Loyalist
13217,123,3,533.98,0,Loyalist
13218,128,1,62.64,0,Loyalist
13220,79,4,819.29,0,Loyalist
13221,241,1,349.2500000000001,0,Loyalist
13223,201,2,163.20000000000002,0,Loyalist
13224,61,2,2155.9500000000007,0,Loyalist
13225,4,6,5257.120000000001,1,Loss
13226,274,1,108.21000000000001,0,Loyalist
13227,202,1,257.7,0,Loyalist
13228,82,1,358.0,0,Loyalist
13229,226,1,160.95,0,Loyalist
13230,5,13,2713.52,1,Loss
13232,13,7,1357.6,1,Loss
13233,75,2,605.12,0,Loyalist
13235,213,1,1031.0699999999997,0,Loyalist
13236,25,2,744.8499999999999,0,Loyalist
13238,18,3,609.58,1,Loss
13239,262,1,329.56,0,Loyalist
13240,97,3,439.5799999999999,0,Loyalist
13242,113,3,270.4,0,Loyalist
13243,204,1,600.07,0,Loyalist
13244,93,1,121.74000000000001,0,Loyalist
13245,51,1,430.5,0,Loyalist
13246,19,6,1987.3,1,Loss
13247,18,4,501.11999999999995,1,Loss
13248,125,2,465.67999999999995,0,Loyalist
13249,93,3,711.4100000000001,0,Loyalist
13253,157,2,1030.4,0,Loyalist
13255,10,1,173.81,0,Loyalist
13258,12,3,698.58,1,Loss
13259,62,1,292.3199999999999,0,Loyalist
13260,62,1,557.6200000000001,0,Loyalist
13261,269,2,944.1,0,Loyalist
13262,264,1,200.29000000000002,0,Loyalist
13263,2,35,7454.069999999999,1,Loss
13265,54,5,2107.66,1,Loss
13266,12,12,3834.26,1,Loss
13267,3,17,3899.1900000000005,1,Loss
13268,18,11,3214.6899999999996,1,Loss
13269,2,13,4684.0599999999995,1,Loss
13271,38,1,217.3799999999999,0,Loyalist
